id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
7256,0KS6,closed,"Kendrigan Airport",37.452202,-97.317802,1240,NA,"United States",US,Kansas,US-KS,KS,Peck,0,,,,,,0KS6,50,2023-01-29T17:19:33+00:00
6952,07SN,small_airport,"Churchill Airport",39.77280044555664,-99.36009979248047,1965,NA,"United States",US,Kansas,US-KS,KS,Phillipsburg,0,07SN,,07SN,,,,50,2008-06-13T14:30:04+00:00
24658,SN81,small_airport,"Hancock Airport",39.18190002441406,-94.87000274658203,940,NA,"United States",US,Kansas,US-KS,KS,Piper,0,SN81,,SN81,,,,50,2008-06-13T14:30:04+00:00
344890,US-4230,small_airport,"Galichia Airport",37.5028,-94.7102,954,NA,"United States",US,Kansas,US-KS,KS,Pittsburg,0,,,,,,,50,2021-05-27T13:07:53+00:00
9494,2KS5,small_airport,"Plains Municipal Airport",37.27090072631836,-100.58799743652344,2762,NA,"United States",US,Kansas,US-KS,KS,Plains,0,2KS5,,2KS5,,,,50,2008-06-13T14:30:04+00:00
7512,0R9,small_airport,"Plainville Airpark",39.1945,-99.303398,2182,NA,"United States",US,Kansas,US-KS,KS,Plainville,0,,,0R9,,,KS04,50,2020-02-22T16:07:14+00:00
12132,57K,closed,"Gilmore Airport",38.128109,-94.747639,900,NA,"United States",US,Kansas,US-KS,KS,Pleasanton,0,,,,,,57K,50,2022-08-08T11:11:48+00:00
13329,6KS5,closed,"Yeamans Fox Nest Airport",38.22628,-94.663353,782,NA,"United States",US,Kansas,US-KS,KS,Pleasanton,0,,,,,,6KS5,50,2022-08-07T16:05:01+00:00
322212,US-0429,small_airport,"Linn County Airport",38.173431,-94.690325,860,NA,"United States",US,Kansas,US-KS,KS,Pleasanton,0,,,1KS,,,,50,2022-08-07T16:04:00+00:00
7474,0P1,small_airport,"Van Pak Airport",39.83219909667969,-99.5687026977539,2213,NA,"United States",US,Kansas,US-KS,KS,"Prairie View",0,0P1,,0P1,,,,50,2008-06-13T14:30:04+00:00
11836,50KS,closed,"Grandpa's Farm Airport",37.6656,-98.619796,1820,NA,"United States",US,Kansas,US-KS,KS,Pratt,0,,,,,,50KS,50,2020-11-11T12:41:11+00:00
13325,6KS1,closed,"Quinter Air Strip",39.063851,-100.243721,2681,NA,"United States",US,Kansas,US-KS,KS,Quinter,0,,,,,,6KS1,50,2020-12-22T16:40:37+00:00
328038,US-0885,small_airport,"Gove County Airport",39.038609,-100.233881,2637,NA,"United States",US,Kansas,US-KS,KS,Quinter,0,,,1QK,,,,50,2018-05-27T17:54:33+00:00
345512,US-4487,small_airport,"Jamison Field",38.995678,-100.223427,2548,NA,"United States",US,Kansas,US-KS,KS,Quinter,0,23JY,,23JY,,,,50,2021-06-18T13:25:54+00:00
24626,SN49,small_airport,"Mc Collough Airfield",39.685298919699996,-97.9711990356,1465,NA,"United States",US,Kansas,US-KS,KS,Randall,0,SN49,,SN49,,,,50,2009-12-08T18:09:09+00:00
9202,28KS,small_airport,"Highland Farm Airport",38.54249954223633,-95.15609741210938,1010,NA,"United States",US,Kansas,US-KS,KS,Rantoul,0,28KS,,28KS,,,,50,2008-06-13T14:30:04+00:00
