id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
23320,NV09,small_airport,"H Bar H Airport",39.72439956665039,-119.89900207519531,5220,NA,"United States",US,Nevada,US-NV,NV,Reno,0,NV09,,NV09,,,,50,2008-06-13T14:30:04+00:00
341454,US-3230,small_airport,"Freedomfox Strip",39.77156,-119.89541,,NA,"United States",US,Nevada,US-NV,NV,Reno,0,,,,https://www.youtube.com/trentpalmer1,,"NV99, Trent Palmer Airstrip",50,2021-10-25T14:16:32+00:00
348209,77NV,small_airport,"Flying Eagle Airport",39.84355,-119.6865,4222,NA,"United States",US,Nevada,US-NV,NV,Reno,0,77NV,,77NV,,,,50,2021-12-17T22:36:04+00:00
348210,US-5403,small_airport,"Nefas Airport",39.83173,-119.69416,4274,NA,"United States",US,Nevada,US-NV,NV,Reno,0,,,,,,,50,2021-10-01T14:59:23+00:00
348211,US-5404,small_airport,"Williams Airport",39.82237,-119.69334,4267,NA,"United States",US,Nevada,US-NV,NV,Reno,0,,,,,,,50,2021-10-01T15:00:24+00:00
349144,US-5609,small_airport,"Winnemucca Ranch Airport",39.94808,-119.80228,5167,NA,"United States",US,Nevada,US-NV,NV,Reno,0,,,,,,,50,2021-10-25T14:13:46+00:00
23341,NV31,small_airport,"Barker Creek Ranch Airstrip",38.80580139160156,-117.03099822998047,6620,NA,"United States",US,Nevada,US-NV,NV,"Round Mountain",0,NV31,,NV31,,,,50,2008-06-13T14:30:04+00:00
23360,NV56,closed,"Wine Glass Ranch Airport",38.7994,-117.175003,5568,NA,"United States",US,Nevada,US-NV,NV,"Round Mountain",0,,,,,,NV56,50,2023-03-30T14:13:51+00:00
23334,NV24,closed,"Fort Ruby Ranch Airstrip",40.057999,-115.505997,6006,NA,"United States",US,Nevada,US-NV,NV,"Ruby Valley",0,,,,,,NV24,50,2017-12-02T09:05:42+00:00
6784,04NV,small_airport,"Kingston Ranch Airport",35.7555007935,-115.665000916,2620,NA,"United States",US,Nevada,US-NV,NV,"Sandy Valley",0,04NV,,04NV,,,,50,2009-12-09T16:13:03+00:00
344778,US-4172,small_airport,"El Dorado Substation Airstrip",35.79271,-115.01256,1821,NA,"United States",US,Nevada,US-NV,NV,Searchlight,0,,,,,,KHEN,50,2021-05-21T00:44:03+00:00
344958,US-4265,small_airport,"Sail Park Airstrip",39.33959,-119.39216,4259,NA,"United States",US,Nevada,US-NV,NV,"Silver Springs",0,,,,,,"Misfits Flat",50,2021-05-27T16:35:44+00:00
344963,US-4269,small_airport,"Good For All Airstrip",39.29383,-119.17876,4209,NA,"United States",US,Nevada,US-NV,NV,"Silver Springs",0,,,,,,,50,2021-05-27T16:39:55+00:00
344964,US-4270,small_airport,"Railroad Crossing Airstrip",39.27018,-119.27709,4262,NA,"United States",US,Nevada,US-NV,NV,"Silver Springs",0,,,,,,,50,2021-05-27T16:40:41+00:00
344965,US-4271,small_airport,"Lookout Airstrip",39.24729,-119.19186,5217,NA,"United States",US,Nevada,US-NV,NV,"Silver Springs",0,,,,,,,50,2021-05-27T16:41:59+00:00
344966,US-4272,small_airport,"Far East Airstrip",39.32819,-118.99023,4281,NA,"United States",US,Nevada,US-NV,NV,"Silver Springs",0,,,,,,,50,2021-05-27T16:42:45+00:00
9648,2NV2,small_airport,"Gibb Ranch Airport",39.835629,-119.675904,4242,NA,"United States",US,Nevada,US-NV,NV,Sparks,0,2NV2,,2NV2,,,,50,2021-10-01T14:38:04+00:00
23352,NV44,closed,"Justover Field",39.754584,-119.598167,4480,NA,"United States",US,Nevada,US-NV,NV,Sparks,0,,,,,,NV44,50,2023-02-02T15:26:39+00:00
23353,NV47,small_airport,"Palomino Airport",39.830786,-119.682663,4240,NA,"United States",US,Nevada,US-NV,NV,Sparks,0,NV47,,NV47,,,,50,2021-10-01T14:37:52+00:00
23376,NV96,small_airport,"Rolling Thunder Airport",39.823563,-119.658331,4240,NA,"United States",US,Nevada,US-NV,NV,Sparks,0,NV96,,NV96,,,,50,2021-10-01T14:39:05+00:00
344386,US-4096,small_airport,"Basecamp Airport",38.324189,-116.276976,5228,NA,"United States",US,Nevada,US-NV,NV,Tonopah,0,,,,,,,50,2021-05-13T14:00:21+00:00
348743,US-5498,small_airport,"Twin Springs Ranch Airport",38.20608,-116.17535,5151,NA,"United States",US,Nevada,US-NV,NV,Tonopah,0,,,,,,,50,2021-10-13T17:03:28+00:00
348745,US-5499,small_airport,"Moroni Airport",38.13404,-116.61238,5650,NA,"United States",US,Nevada,US-NV,NV,Tonopah,0,,,,,,,50,2021-10-13T18:03:02+00:00
430602,US-7194,small_airport,"Mellan Airstrip",37.68407,-116.62354,5404,NA,"United States",US,Nevada,US-NV,NV,Tonopah,0,,,,,,,50,2022-10-20T14:22:13+00:00
430603,US-7195,small_airport,"C14 Airport",37.755515,-116.645794,5463,NA,"United States",US,Nevada,US-NV,NV,Tonopah,0,,,,,,,50,2022-10-20T14:24:52+00:00
338358,US-2247,small_airport,"Topaz Overlook Airstrip",38.70642,-119.5219,,NA,"United States",US,Nevada,US-NV,NV,"Topaz Lake",0,,,,,,,50,2020-12-30T09:31:23+00:00
23323,NV12,small_airport,"I-L Ranch Airport",41.56261,-116.409545,5368,NA,"United States",US,Nevada,US-NV,NV,Tuscarora,0,NV12,,NV12,,,,50,2022-07-28T16:02:49+00:00
352641,US-6456,small_airport,"Jack Creek Ranch Airport",41.4337,-116.09768,5875,NA,"United States",US,Nevada,US-NV,NV,Tuscarora,0,,,,,,,50,2022-02-11T14:50:51+00:00
506490,US-7541,small_airport,"Valmy Power Plant Airport",40.86904,-117.13946,4472,NA,"United States",US,Nevada,US-NV,NV,Valmy,0,,,,,,,50,2023-02-09T22:07:09+00:00
348742,US-5497,small_airport,"Warm Springs Airport",38.18834,-116.36399,5420,NA,"United States",US,Nevada,US-NV,NV,"Warm Springs",0,,,,,,,50,2021-10-13T17:01:02+00:00
329488,43NV,small_airport,"Topaz Ranch Airport",38.72871,-119.466067,5066,NA,"United States",US,Nevada,US-NV,NV,Wellington,0,43NV,,43NV,,,,50,2018-10-19T22:39:10+00:00
338356,US-2245,small_airport,"Dry Lake (Short Bread) Landing Strip",38.56848,-119.28114,,NA,"United States",US,Nevada,US-NV,NV,Wellington,0,,,,,,,50,2020-12-30T09:29:31+00:00
338357,US-2246,small_airport,"Antelope Landing Strip",38.57152,-119.29613,,NA,"United States",US,Nevada,US-NV,NV,Wellington,0,,,,,,,50,2020-12-30T09:30:25+00:00
338359,US-2248,small_airport,"Bald Mountain (High Boy) Airstrip",38.81114,-119.53289,,NA,"United States",US,Nevada,US-NV,NV,Wellington,0,,,,,,,50,2020-12-30T09:32:20+00:00
338360,US-2249,small_airport,"Tailwheel Ridge Airstrip",38.86897,-119.49612,,NA,"United States",US,Nevada,US-NV,NV,Wellington,0,,,,,,,50,2020-12-30T09:33:10+00:00
338361,US-2250,small_airport,"Washoe Ranches Airstrip",38.74341,-119.47266,,NA,"United States",US,Nevada,US-NV,NV,Wellington,0,,,,,,,50,2020-12-30T09:40:44+00:00
341496,US-3254,small_airport,"One Time Airstrip",38.99715,-119.4427,,NA,"United States",US,Nevada,US-NV,NV,Wellington,0,,,,,,,50,2021-03-01T17:26:30+00:00
337896,US-2135,small_airport,"Currie Airport",40.2832,-114.76452,,NA,"United States",US,Nevada,US-NV,NV,Wells,0,,,,,,,50,2020-12-17T11:46:59+00:00
344379,US-4089,small_airport,"Wilkins Airport",41.40538,-114.76472,5886,NA,"United States",US,Nevada,US-NV,NV,Wells,0,,,,,,"Great Basin",50,2021-05-13T13:39:37+00:00
6671,02NV,small_airport,"Paiute Meadows Airport",41.299551,-118.926709,4443,NA,"United States",US,Nevada,US-NV,NV,Winnemucca,0,02NV,,02NV,,,,50,2021-05-13T13:43:22+00:00
344380,US-4090,small_airport,"Leonard Creek Ranch Airport",41.502955,-118.727172,4181,NA,"United States",US,Nevada,US-NV,NV,Winnemucca,0,,,,,,,50,2021-05-13T13:41:49+00:00
344387,US-4097,small_airport,"Summit Lake Airport",41.551,-119.04767,5909,NA,"United States",US,Nevada,US-NV,NV,Winnemucca,0,,,,,,,50,2021-05-13T14:01:46+00:00
344392,US-4102,small_airport,"Virgin Creek Airport",41.88737,-119.00646,4954,NA,"United States",US,Nevada,US-NV,NV,Winnemucca,0,,,,,,,50,2021-05-13T14:12:48+00:00
344393,US-4103,small_airport,"Virgin Valley Ranch Airport",41.79173,-119.104592,5085,NA,"United States",US,Nevada,US-NV,NV,Winnemucca,0,,,,,,,50,2021-05-13T14:14:43+00:00
506511,US-7545,small_airport,"Stone House Airport",41.40624,-117.55931,4551,NA,"United States",US,Nevada,US-NV,NV,Winnemucca,0,,,,,,,50,2023-02-11T06:54:37+00:00
6615,01NV,small_airport,"Lantana Ranch Airport",38.76390075683594,-119.0270004272461,4600,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,01NV,,01NV,,,,50,2008-06-13T14:30:04+00:00
335946,US-1538,small_airport,"Quinns Mesa Airstrip",39.129844,-119.367453,,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,,,,,,,50,2020-09-22T14:56:34+00:00
341495,US-3253,small_airport,"Alkali Lake Landing Area",38.94085,-119.35925,,NA,"United States",US,Nevada,US-NV,NV,Yerington,0,,,,,,,50,2021-03-01T17:25:13+00:00
